geneName	SKG_rep3
Gm8013	0
Ahcyl2	2016
Naip5	0
Cnpy2	2228
Vstm2b	0
Gm10336	296
2010310C07Rik	0
Myo5b	2
Spock1	0
Mosmo	778
Tsr2	2328
Serpinb9h	0
Gm11565	0
Runx1	6219
Mir6379	0
Traf5	158
A230056P14Rik	0
Swi5	3349
Tek	0
Zpbp2	0
Grk3	0
Olfr600	0
Olfr683	0
Olfr679	0
Olfr669	0
Olfr1353	0
Olfr57	0
Olfr1351	0
Olfr1414	0
Nat8f1	456
Dpysl5	0
Kcne2	0
Tspyl2	2161
2310075C17Rik	0
Tgoln1	6445
Txnrd2	28
9330199G10Rik	0
Arf3	17535
Arf2	594
Arf1	29705
Rplp0	28123
Gli1	0
Gm27740	0
Prpf19	2856
Fancc	1490
Brpf1	13173
Shox2	2
P2ry2	0
Rph3a	0
Mpc1	447
Mir467a-8	0
4932438H23Rik	145
Pnpla2	6848
Naaa	3
Prpsap2	931
Rgs9	0
Setd4	1976
4930455J16Rik	0
1700095A21Rik	0
Gm1976	71
Myt1l	0
C7	0
Tead2	0
Nprl3	4880
Khk	314
Htd2	0
Lgals7	0
Parvg	10945
Rprl1	0
Gm8234	0
Pde7b	0
Bfsp1	0
Csn1s2b	0
Cntn3	0
Slc12a4	2026
1700018G05Rik	0
Gm6277	0
Bvht	0
Mir6938	0
Adgrg3	407
H2bc11	0
H2bc8	93
H2bc7	0
H4c2	13
H4c1	0
Fcrl1	968
AA388235	0
Btrc	728
Pzp	0
Nxf1	22900
Rad23a	2781
Mlx	3402
Mir3473c	0
Mir5106	0
Mir5101	0
Mir5099	0
Atg16l1	2579
Cntln	416
Gm21284	0
Gm21221	0
Poli	1167
Lrp6	573
Vmn1r223	0
Arhgef11	596
Wfdc17	57
Mir669e	0
Sppl2c	0
Scpep1os	0
Esp3	0
E330020D12Rik	79
Rps27	31
Eya2	0
Cdkn1b	723
Khdrbs3	228
Esr2	3
Lrrc28	1651
Tmem220	0
4930467K11Rik	0
A330033J07Rik	0
Zfp983	2329
Phtf1os	0
Ak1	2
1700028P15Rik	0
4930519K11Rik	0
P2ry10b	0
Srrm3	0
Clca3b	0
Crybb3	111
Fnip2	0
Fat3	0
Fxyd2	0
Pdf	2187
Stk3	335
Phykpl	442
Cdc25b	9117
Gm14692	0
A530013C23Rik	0
Olfr1469	0
Zfp804b	0
Mir669b	0
Mir691	0
Adpgk	2086
Krtap5-5	0
Ddx17	6833
Ggnbp1	0
Tmc8	9648
Mir6240	1
Mir6238	0
Mir6335	0
Mir6241	0
Lmntd2	439
Tbxas1	0
Tnfsfm13	0
Sbk2	0
Slc39a11	1608
Gm26851	0
Reep6	0
Eda	0
Reep2	1
Ccdc151	0
H2az2	7152
Chst15	2484
Mboat7	4271
Bcl9	1236
Stat1	7022
Hdlbp	13530
Dock7	0
Usp1	5569
Mir7014	0
Gm5859	0
Gm12504	47
Gm829	0
Cd8b1	1596
Mir7239	0
Ctag2l1	0
Aadacl4fm2	0
Cacna2d2	18
Vmn1r236	0
Vmn1r237	0
Mkrn1	8173
Acvr2b	0
Slc26a4	0
Clec10a	0
Rnmt	3332
Dsp	0
Ptpmt1	521
Rps9	19889
Polr3f	1614
Hyls1	819
2010001A14Rik	250
4930487D11Rik	0
Saa4	0
Saa3	0
Saa2	0
Vapa	6455
Defb4	0
Gps2	4821
Tas2r108	0
Cd52	1036
Zfp30	0
Slamf1	4556
1110032F04Rik	2020
Trmt2b	2188
Barhl2	0
Zcwpw1	137
Wdcp	19
Colca2	7
Mir669a-1	0
Gm38671	0
Tmem230	570
Rad54l2	72
Cdkn1a	0
Klrd1	141
Klk1b1	0
Klk1b26	0
Gm7168	0
Brd3	3518
Tgm7	0
Pygo2	5724
Cndp2	6325
Pfkfb1	0
1500004A13Rik	0
Disp1	1308
Fabp5	2094
Ada	2474
Capg	2294
1700020G17Rik	0
Zfp788	846
Gm7334	0
Ccdc7b	0
Btbd35f2	0
Gm13580	0
Gsdmcl-ps	0
Ints10	2805
6030443J06Rik	0
Vmn1r247	0
2610206C17Rik	0
Gprc5c	0
Tmem258	1634
Spata7	0
Manbal	989
Rhebl1	763
Slc38a3	0
Kpna6	330
Mdn1	453
Rps6kb1	6698
P3h2	0
Dscc1	302
4930429F11Rik	0
Pitx2	0
Tstd1	0
Olfr1411	0
Olfr266	0
Olfr137	0
Wbscr25	0
Snora34	0
Gm5108	0
Esrrg	0
Gm13031	0
Gfra4	0
Cp	0
Pih1d1	1529
Lrrc51	108
AU022751	0
Med23	816
Arhgef25	0
Sntb1	0
Frs3os	0
Cldn34a	0
Gm4559	0
Gm14440	0
Grina	3168
Mrpl4	4862
Ube2l6	0
Kirrel3	0
4930455B14Rik	0
1700084F23Rik	0
Vmn1r169	0
Vmn1r168	0
Vmn1r158	0
1700029M20Rik	0
Gm5544	0
Batf2	0
Zfp944	1860
Wdpcp	5
Sowahd	0
Bhmt2	0
Ccdc105	0
Catsperg2	0
Iigp1	1
Adamts6	701
Mllt6	1443
Rhox4a	0
Gm11413	0
Ms4a5	0
Krtap13-1	0
Dok7	0
1700123L14Rik	0
Gm15772	0
Prrt2	1
4933416O17Rik	0
1110002J07Rik	0
Csrnp3	0
Pgr	0
Stx4a	549
Tacr1	0
Nono	25581
Tmem25	0
4930556L07Rik	0
Phb	3530
Yap1	0
Xrcc5	1481
Ap3s1	5444
Khnyn	1825
Mir466m	0
Gm3667	0
Iffo1	381
Zscan30	0
Cgas	0
Negr1	0
Ly6g5c	0
Slc8a2	0
Mblac1	576
Vps37b	3013
Lpar4	0
Samd12	0
Prox2	0
Pitpnc1	9042
Spg7	2324
Akap4	0
Col15a1	0
Col11a2	2
Dgki	0
Tbata	214
Ankrd61	0
Mettl3	2792
Glrx2	801
Il2rb	11215
Xpc	4773
Defb43	0
Map3k14	146
Ramp1	20216
Slit1	0
Insm1	0
B3gnt2	7789
Emcn	0
Fastk	6987
Ier3ip1	15756
Plek	0
Dda1	9658
Cmss1	307
Ntn3	0
Insl6	623
Fpr1	0
Nck2	4297
Ppp1r17	0
Pold1	6920
Polb	3875
Kcnk12	1
Tmem17	0
Oas1d	2
Lao1	0
Erlin2	1726
Marchf6	4041
Rbbp6	2420
Samd4b	100
Clca4a	0
Sh2b1	6365
Tmem232	103
Pigt	4906
Ltk	628
Prepl	3126
Epb41l3	2
Cbll1	4744
Ntn5	0
Zfp740	11280
Tbpl2	0
Gm14322	0
Fdx1	1767
4933428C19Rik	0
Kdf1	442
Psmg4	542
Zfp426	1959
Ppil2	12082
Dlk2	0
Csn2	0
Spag8	0
M1ap	1
Susd2	3335
Cdc20	2177
Mpp5	1012
Mirc35hg	0
Plekha3	1060
Tmem161b	688
Pdc	0
Iqsec3	0
Ott	0
Atxn1	16
Prkcsh	8022
Dsg4	0
Dhx37	3061
Cnot6l	2411
Sntg2	0
Map4k3	450
Vps54	2
Jph2	0
Tmem201	5142
Mir1902	0
Gjc1	1
Olfr1307	0
Cnot9	2627
Uxt	554
Nagk	893
Dtd1	1977
3830408C21Rik	504
9430038I01Rik	13
Cxxc1	12155
Hgsnat	0
Gm5334	0
Gm6578	1
Strada	2450
1700042G15Rik	0
Mir6348	0
Mir6341	0
Epha8	1
Gcm1	0
Psg23	0
Morn3	0
Rad51ap1	470
Tdpoz5	0
A230056J06Rik	0
Cluh	8482
4933432I09Rik	0
4930527F14Rik	0
Ggta1	2
Fhit	429
Apoc2	0
Olfr48	0
Olfr263	0
Olfr32	0
Olfr23	0
Klk8	294
Prss12	0
Klhl5	1
Cd37	11226
Arhgef10l	0
Mir7116	0
LOC105246506	0
Snord35a	25
Mir320	0
Plk4	1128
Mir5100	0
Evx1os	0
1600020E01Rik	1375
Nlrp1b	0
Gm14326	0
Ppp1r12b	5
Kynu	0
Fxyd5	9897
Ift20	3855
Rplp1	5741
A330074K22Rik	0
Irf5	11
Sctr	0
Hey1	0
Mrto4	4483
4921524J17Rik	321
Pbx2	294
Fkbp3	5621
A730085K08Rik	0
Spef2	1
Coch	0
Flt3	0
Gm10432	0
Ctsm	0
Hps3	2134
Efcc1	0
Zf12	0
2310034C09Rik	0
Zfp420	974
Paxx	3503
Scara3	0
Rab2b	724
Tmem260	1872
Dipk1c	0
Slc12a6	2253
Lysmd1	155
Plekho2	2293
9530068E07Rik	13168
Rrbp1	2221
Defb8	0
Cpz	0
Ntng1	0
Grip1	0
Cldn19	0
Dph1	724
Pax4	0
Coa7	27
Trub1	1847
Ctbp2	0
Bahcc1	11
Adck5	2269
Mir1a-1hg	0
Kazn	1
Endou	105
Hsph1	8739
Esp6	0
Shisa9	0
4930579P08Rik	0
Mir669l	0
Bcl2	10333
Gzmg	0
Gzmf	0
Mepce	883
Cstl1	0
Dolk	1163
Crb3	0
Ubxn7	3272
Cited1	0
Gapdhs	102
Ptpn20	0
Sat1	9719
Sar1a	6000
Spink1	0
6430710C18Rik	0
Dact1	1
Dctn2	6419
4930512J16Rik	0
1700116B05Rik	0
Gm6370	0
Ppp1r1c	0
3930402G23Rik	0
Ccdc91	1774
Riox2	578
Sycp2	0
Fam214b	289
Zcchc17	3275
Epha10	0
Tfdp2	6374
Mei4	0
A530088E08Rik	1
Mccc1os	617
1700028D13Rik	0
Particl	3
Tex26	0
Col13a1	0
Jpt2	2061
Zfp871	5568
Chst14	1629
Hdac8	554
Gimd1	0
Slc12a8	0
Bace2	0
Gm17750	0
1700109G15Rik	0
Zan	7
Rln1	0
Rnase1	0
Rhd	0
Yif1b	1076
Echdc2	12
AI837181	1449
Agap3	2680
Adam7	0
Alx4	1
Alx3	0
Rsph1	73
Tbrg1	3811
Stfa3	0
Stmn2	0
Gramd1a	33152
Rin2	0
Rhpn2	2
Ube2v1	2967
Cblc	0
Ppp3r1	5863
Rap1b	17886
Mir1188	0
Vmn2r57	0
Cdkl2	2
D930007P13Rik	0
Gm22291	0
Abcf2	13458
4930522H14Rik	0
Gm10373	0
Gm4070	0
Stra6l	0
Nrep	0
Slc45a2	1
Dock8	8062
Nme2	3327
Sirpb1c	0
Serpina3a	0
Gm19710	0
9330102E08Rik	0
Gm38397	0
Ss18	13386
Galnt6	12660
Slc4a5	0
Fzd4	0
Fgf4	0
Il11ra1	0
Il10	0
4921531C22Rik	2
Btbd35f4	0
Wwtr1	0
Pnmt	207
Ppp1r14b	3896
Pcbp4	234
Mef2d	8623
4930442L01Rik	0
Gm2837	1
Mir767	0
A730090N16Rik	1
Zik1	515
Mir2137	0
Mir2136	0
1700063D05Rik	0
Nbeal1	508
Gm29776	2
Adamts1	1
Adam3	0
Skint2	0
Cd48	1117
Cd3e	42153
Entpd5	3365
Cd38	22
Ifrd2	1263
Mef2c	0
Hsf1	6697
Zeb1	730
E130201H02Rik	2
4930426L09Rik	0
Synj2bp	1882
1700120G07Rik	0
Gm29687	0
Gm6961	0
Pmm2	651
Gm10654	0
1190028D05Rik	0
Gm38414	0
Sec14l4	0
Dnttip2	6991
Pkn3	5
Eif3b	13455
Olfr722	0
Slc5a3	2253
Ear14	0
Ear3	0
Rhox9	0
Dgcr6	1519
Dgat1	1274
Rdh12	350
Pcyt1a	1
Col4a2	0
Cxcl15	0
Ldb3	1
Xrn1	240
Defa-ps13	0
Gm21944	0
Defb44-ps	0
Snord82	0
Olfr961	0
Olfr328	0
Olfr318	0
Olfr319	0
Pck2	72
Babam1	3578
Gm20826	0
Ifit1bl1	0
Camp	1
Mrps16	1314
Rps6kb2	2754
Shld2	1879
Col4a1	0
4930432L08Rik	0
Flad1	3009
Mir6367	0
Gm11559	0
Mroh4	0
Aifm1	2866
Cfap46	40
Dnal1	1
Smim27	74
Bach1	348
Hebp1	0
Erv3	0
Lce6a	0
Ccdc74a	0
Syde2	3
Nrd1	4754
Ear7	0
Eif4g2	85188
Otp	0
Hspa4l	5929
Best1	0
Cpsf4l	0
Ceacam-ps1	0
2210408I21Rik	0
Rasa3	3020
Mir3108	0
Mir3074-2	0
Mcpt8	0
Vmn1r68	0
Tspan32	298
Vps37a	4796
Mir7015	0
9430021M05Rik	0
Olfr1285	0
Caprin2	1
Ptk2	366
Map4k2	9303
Pspn	0
Pipox	0
Csf2rb2	0
Csf2rb	0
Gm5294	0
Limk1	666
Nbas	2168
Gm10436	0
Asic2	0
4932438A13Rik	11897
Ifi206	2
Vangl2	25
Pex16	2072
Eef1d	6592
Agbl3	0
Mrpl13	706
Uchl4	110
Mir6388	0
Mir6387	0
Mir466n	0
Nfia	0
Hoxa10	0
Dazap1	4133
Tbrg4	1382
Ythdf3	3973
Gse1	1057
Kctd10	590
Gm15097	0
Zfp942	1981
Gm15080	0
Nt5c1a	0
Dcdc2b	13
Tmem150b	0
Mindy4	745
Skint7	0
Gm4847	0
Tent5c	1850
Gm4846	0
Timeless	613
Lman1	1146
Taf6l	274
Afap1l2	0
Igdcc4	0
Muc4	0
Abcc4	4346
Klk6	0
Ctnna3	0
Spint3	0
Trip4	2953
Foxg1	0
Ano8	172
Prdm2	1034
Psmc4	11544
Ppp2ca	25064
Tomm5	2719
Comt	3433
Mir467a-2	0
Snora47	0
1700015F17Rik	0
Prr15	26
Cyp20a1	1637
Fbxl20	7299
Tmem106b	4448
Kctd13	1022
Grik4	11
Rbmx2	305
Disc1	0
Klf15	0
Chchd3	6296
BC048679	1
Haus6	2175
E030013I19Rik	0
5430421F17Rik	0
Chst13	0
Il11ra2	0
Zfp639	1157
Sart3	8030
Itih4	0
Calr	25430
Egfr	0
Pold2	2271
Efna2	0
Eef2k	5
Eef2	42739
Eef1a2	0
Phc1	1533
Gm32123	0
Kif3c	1650
Kif3b	2366
Ppm1a	2050
Ppl	0
Trip6	11
Tfrc	7521
Spen	1916
Klhl10	1
Ccdc96	0
Ccer1	0
Serinc1	6158
Mir7578	0
Pias2	4009
Col6a5	0
Zscan26	49
Stt3a	6042
Prl8a9	0
Cyp2d13	0
Fam83h	11
Cdkal1	3182
Cacna2d1	0
Ppp1r18	2560
Mgll	3
Slc35e3	930
Ribc1	0
Plgrkt	8219
Pkp4	575
Snrnp200	9201
Phf7	1807
Acer3	1754
Osbp2	0
Osbpl9	11106
Bbs12	4
Ncoa6	1436
Acy1	2
Vmn1r221	0
Sncaip	0
Zfp655	3397
Med15	4767
Krtdap	0
Hectd2os	0
Zfp442	0
Ptafr	0
Prdm14	0
Sbno1	5803
Ms4a4b	6467
Sass6	0
Hnrnph2	7554
Gm10030	0
Dsc2	0
B4galt4	0
Khdc4	6281
Gal3st2b	0
Saxo1	0
1700009N14Rik	0
Gkn3	0
Chst11	2
Fibp	3790
Zfp566	752
Vps28	6984
Dbndd2	577
Ugt2b1	0
Ppp1r27	1
Capn15	1242
Rims2	0
Gak	3909
Slc4a1ap	2541
Fam45a	769
Alg13	134
Neto2	2
Mrpl34	3540
Mrpl27	552
Allc	0
Frmd4a	1470
Galntl6	0
Slco2a1	0
E2f6	877
Chrm3	0
Actn2	1
Enthd1	1
C2cd4a	0
Krtap24-1	0
Klhl32	0
Smim6	230
Lrrtm4	0
Cltb	3236
Irf4	2
Sox5	0
Gm21859	0
Gm5907	0
Btbd35f18	0
Tigit	39
Clcn3	2030
Ell	2676
Elk1	145
Ap1m2	0
Hmgn2	6250
Chmp1b	10869
Ppp4r1l-ps	320
Mir684-1	19
Per1	1662
Il17b	0
Tbx21	0
Gdf2	0
Ciao1	2473
Klhl41	0
Cubn	335
Pard3b	0
Macroh2a1	28187
Pacsin2	6329
Tnfsf13	0
Gm13238	0
Gm12669	0
BC021767	0
Atp6v1g2	0
Nudt6	756
Mme	0
Gripap1	4725
Apbb2	1
Lipg	0
Tac2	0
T	0
Gm30108	0
Tmem255b	0
Magef1	745
LOC664787	0
Rad50	3158
Lyzl4	0
Klk1b5	1
Cxcr2	0
Cln3	1856
Hk2	456
Gtpbp1	4236
Psma3	8232
Col11a1	0
Dpagt1	1260
4930453H23Rik	0
C430002N11Rik	0
Mir6382	0
Mir6380	0
Syndig1	0
1110032A03Rik	0
Vps4b	7046
Six1	0
Sin3b	8808
Mir7k	0
1810064F22Rik	0
4930455C13Rik	33
Slc35b3	2154
Prok2	121
Isx	0
Naip1	0
Nell1os	0
1700051A21Rik	0
Gm20736	0
1700029J07Rik	282
Arhgap8	0
Noc2l	11585
Gad1os	0
6720483E21Rik	0
1810053B23Rik	0
Rubie	0
Lincred1	0
Bloodlinc	0
Stac	0
Cox8a	4784
Cbr1	1871
Mir6910	0
1700122C19Rik	0
Kif5a	0
Cd151	828
Otoa	0
Lgi2	1
Tbc1d10b	5025
Sec14l2	0
Dnajc19	888
Mir669a-3	0
Erh	4508
Rbm7	25061
Tipin	2247
Lmx1b	0
Wee2	0
Pak7	0
BC051665	0
Ccdc68	0
Rbms3	0
Gm13872	0
Psmd5	4562
Ifna6	0
Glb1l	0
Mtrex	5129
Pin1	5015
Crispld1	0
Odam	0
Hjv	2
1700001L19Rik	0
Izumo3	0
Tm7sf3	3
Gm13710	46
Snord98	0
Heyl	0
Hey2	0
Lemd1	0
AY512915	0
Pou2af1	402
Ddx50	8976
Zc3h12b	0
Gng5-ps	72
Serpinb9e	0
Igsf9	0
Txlnb	1
Fam50a	3618
Ppp1r3f	2
Snx11	1116
1700094M24Rik	0
Pspc1	2004
Oma1	868
Fabp12	0
Arhgap17	2947
Sf3b2	26253
Col9a2	0
Gm38667	0
Zfand3	2363
Cnppd1	6245
Rpf2	647
Olfr1461	0
D630039A03Rik	0
Olfr1412	0
Olfr1394	0
Olfr1402	0
Olfr1311	0
Olfr448	0
Olfr930	0
Gm9054	0
Elf1	37325
Cap1	17948
Tmem11	1353
Arsj	0
Zfp867	1
Mark2	4653
Dctn3	2797
Vmn1r259	0
Dthd1	0
Ghrl	0
Gm21708	0
Rnu3a	0
Fxyd6	0
Fuca2	2126
Lypd8	0
Olfr1300-ps1	0
Trmt61a	1620
Alpl	2096
Sting1	2777
Brd3os	0
Sult2b1	0
Olfr1437	0
F11	0
Apoa5	0
Sh3pxd2a	853
Sf3a2	8436
S100a8	0
Foxo3	0
Foxo1	1074
Idh1	1
Man2b1	12264
Man1a2	3587
Usp5	7596
Usp4	15073
Rnf123	3040
Faap20	4855
Ly6m	0
Myd88	3228
Mycs	0
Olfr871	0
Olfr1221	0
Olfr1217	0
Cxcr6	1055
Erap1	6167
BC048403	23
Atp1b4	0
Ccdc144b	0
Ugt2b37	0
Mir7016	0
Gm20750	0
Rps6kl1	2034
Plac8l1	0
Gm4922	0
Clrn1	0
Lats2	7
Tbc1d1	2359
Senp5	1594
Gm32168	0
Foxi3	9
Kng1	0
Zfand2a	85
Ccdc25	3917
Stap2	0
Pcdha1	0
Nploc4	6051
Crtc1	1759
Gm2237	0
Lin37	1975
Mir883b	0
Cd274	2020
Syt9	0
Fndc5	0
Capn10	1
Sfn	1
Trpm1	1
Sult1c1	0
Eif3d	12642
Golga4	1709
Ngdn	4588
Mfap3	5742
Snora41	6
Snord89	54
Snord47	54
Qsox2	753
Gmpr2	1272
Ubqln1	8022
Rab5b	1379
Car11	0
Atxn1l	492
Usp45	5
Ccdc148	202
Gm5089	0
Cyth2	5840
1700011L22Rik	0
Mrps18a	2165
Gpr88	0
Itm2c	9148
Ptges	48
Slc13a2	0
Arrdc2	1386
Cabcoco1	0
Ces3a	0
Sec24a	258
Canx	18709
Parp3	1622
Chmp1a	7683
2610306M01Rik	1
Trnp1	0
Polr2m	14061
Gm4792	0
Ascc1	550
Pan2	2206
Pglyrp2	1649
Mir7017	0
Bloc1s1	1104
Gbx1	0
Galr3	0
Dnmt3b	2
Rnaset2b	13
Doc2a	913
Cnnm3	1249
Haus5	309
Dtwd1	1190
Mir6360	0
Mir23a	0
Mir22	0
Vmn1r207	0
Gemin5	1722
Smok4a	0
Tgfbr3	710
Tgfb1	1746
Tff3	21
Utp4	4473
Grin1	0
Srp14	4992
Eif3e	11360
Ins1	0
Inpp5b	22556
Mucl2	0
D030024E09Rik	0
Frg1	7711
Zfp51	801
Ubxn1	6706
Sf3b4	11724
Mmp21	0
Lrrc7	36
Gm40893	1
Calcoco2	0
Olfr178	0
Olfr177	0
Zic1	0
Aqp2	0
Il6st	3991
Foxe3	0
Mir344b	0
Gm45915	0
Slu7	13723
Smarca4	10788
Ppp2r5d	4421
Tcp11	520
4930593C16Rik	0
Ceacam1	0
B130024G19Rik	1
Tex30	1323
Urad	0
Olfr1339	0
Olfr295	0
Olfr1157	1
Olfr1161	0
Olfr1090	0
Olfr1087	0
Olfr1098	0
Olfr1107	0
Olfr1097	0
Olfr1487	0
Olfr272	0
Olfr1126	0
Olfr1132	0
Olfr109	0
Nfkbiz	11
Acnat1	1
Gm20745	0
Xlr3c	0
6430503K07Rik	0
Fads2b	0
Rhox8	0
Trpm7	3667
Cacul1	666
Pebp1	6436
Msln	0
Babam2	953
1700001F09Rik	0
Slc37a2	2150
5730405O15Rik	0
Epb41l4aos	194
Mir3967	0
Nat8f3	0
Cklf	365
Ccdc9	2194
Slc4a4	0
Klk1b24	0
Ik	7913
Erdr1	1527
Zfp273	1
Pfdn6	1701
Vegfb	281
Prn	0
Spop	12918
Gramd1b	18074
Gmppa	2700
Stxbp2	6244
Pacs1	3076
Cfdp1	4077
E130308A19Rik	1622
Btbd10	3083
Vmp1	3956
Unc50	2469
Asna1	1377
Wdfy3	768
Nxf7	0
Ankrd16	2804
Zfp62	5701
Cyp2d12	0
Pxmp4	968
Slco6c1	0
4930570G19Rik	0
Cnksr2	0
Ripor2	1427
Mup2	0
Prickle3	1307
Psmb5	2074
Psmb1	11063
Psen2	2420
Cyth3	2222
Col18a1	0
Mir344h-1	0
Ghr	0
Syt4	0
Tfam	1720
Tex9	1641
Naa20	1650
Coq10b	394
Hscb	117
Rps19	5649
Exoc3l2	0
Terc	0
Cystm1	0
Efcab14	2823
Aimp1	1431
Dlx1as	0
4930567K20Rik	0
Efcab6	0
Mir378a	0
Mir500	0
Ssna1	7120
Gm20759	0
4930563E18Rik	0
Olfm3	0
Rest	2312
Smu1	5683
Taf9b	1
Mir466l	0
Gdf9	0
Hmgb3	2712
Hmgb2	6834
Ncf4	0
Pde8a	0
Bmp8a	6
Il18	0
Adcy8	0
Adcy1	4
Zmym3	2963
Get4	4301
Galnt1	5934
Pfn4	0
Cdh26	0
Fbxl22	0
Psmb11	0
Rnf38	11534
Slc25a16	1
Tsr1	3087
Ddx39	11636
Olfr803	0
Elmod2	13
Alg2	819
Stk16	4047
Efhd1	0
Slc36a1os	0
C130021I20Rik	0
Mir6375	0
Mir6370	0
Herc1	3155
Tas2r125	0
Mir466b-2	0
Syngap1	1
Dcxr	0
Htr5a	0
Nisch	20483
Gnaq	54
Tsg101	6913
Rnf4	11111
4930447K03Rik	0
Kcnab1	0
Kcna7	0
Fech	2123
Fdxr	972
AF357426	0
Dcaf11	10791
Gas6	0
Sec11a	6653
2610528J11Rik	0
Tnfaip8l1	1636
Spc25	1081
Magohb	724
Skap2	476
Gria4	0
Coprs	0
1810007C17Rik	0
AI504432	5773
Gabrq	0
Ccrl2	160
Nol9	2815
Gm4890	0
Izumo2	0
4930579G18Rik	51
Adamdec1	0
Cd164	17520
Nabp2	1196
Rsbn1	1317
Arhgap6	0
1700099I09Rik	0
Pkd1l3	1
Tas2r121	0
Rhof	982
Slc31a1	1827
Tas2r113	0
Tas2r109	0
Tas2r106	0
Tas2r104	0
Gab3	2
Clec18a	0
Macroh2a2	0
Gpr152	0
Usp49	0
Gprasp2	1182
Gp6	0
Mup1	0
2310005E17Rik	0
AA545190	0
Rtn3	9968
Mir467a-6	0
Osbpl1a	3
Gm773	0
Ccr6	0
4930515B02Rik	0
Ptp4a3	6664
Rxfp2	0
Tubb5	92070
4933417D19Rik	0
Oaz2	3898
Numbl	0
Slc1a2	1
Galnt17	0
Oas1a	309
Rhov	0
0610040J01Rik	0
Rnpc3	2064
Fam160b1	2112
Lzts2	0
Me2	5299
Cyb5rl	669
Dtx3	6261
Oard1	675
Ints14	5569
Ugt3a1	0
Vars2	956
Trpm4	2
4933407E24Rik	0
Lair1	0
5730408K05Rik	70
1700054K19Rik	0
Hhatl	0
Fam162a	1586
Mllt3	2026
Tagap1	6999
Prm3	0
Mapk8ip2	0
Ttc6	0
Ube2d3	37668
C030018K13Rik	0
Kif1a	3
AI463170	0
Ctdspl2	1964
4930465M20Rik	0
Gm20757	0
Gm38426	0
Mir6911	0
5830444B04Rik	0
4930480K23Rik	0
Epb41l4b	0
Snhg15	630
Lmtk2	1791
Tango2	128
Mir6995	0
Tiam2	0
Zfyve21	348
Gm8624	0
Gm14486	6
Tbxa2r	0
Zfp40	0
Vmn2r36	0
Vmn2r35	0
Vmn2r34	0
Vmn2r33	0
Vmn2r32	0
Mir7035	0
Car1	0
Pag1	1988
Oxsr1	5629
Dnah3	0
Psmd2	22985
Cgn	3
C4b	0
Nrn1	0
Mrgpra4	0
Lrrc41	994
Opalin	0
Txndc2	0
Spata21	0
Catsper4	0
Insc	0
Snord32a	0
Gm14590	0
Hjurp	290
Itgb1bp1	4558
Zbtb43	1280
Lpin1	3993
Hmgxb3	5687
1500015A07Rik	815
Stmn1-rs1	0
Wtip	0
Zbtb38	1093
Myh13	0
Mbd1	5006
Mbd3l1	0
Ccdc120	1
Slc38a2	15343
Trmt6	4346
Cenpl	2472
4930528H21Rik	0
Gm13375	1
Gclm	516
Cyb561	26
Arhgap33os	0
Snx7	0
Gm13539	0
P2rx4	3256
A830052D11Rik	0
Carmn	0
Gm21057	0
Rab17	0
Rab11b	15128
Nsg2	337
Gp1ba	0
Got2	6896
4930401O12Rik	0
Sipa1l3	56
Ddx11	2627
Ccdc97	7822
Fgf14	0
Ccdc92b	0
Gm10377	0
Nip7	4837
Cherp	8159
Ppp1r12a	1524
Cerox1	121
Hnrnpk	71506
Paox	398
Eloc	3040
Osmr	1
Gamt	0
Prss52	0
Arhgef4	956
Asah1	697
Stx7	4619
Vamp4	4316
Irx6	0
Spdef	0
Gng13	0
Scmh1	870
St6galnac3	0
St6galnac1	0
Nudt21	3519
Fam217a	0
Klf16	753
Rgmb	669
Ccdc89	0
Trnt1	1414
Slc25a3	14615
Il24	0
Olfr807	0
Olfr808	0
Olfr799	0
Cmtr2	2075
Ces4a	0
Ccm2l	0
Pard6g	997
Wnt16	0
Gpnmb	0
Olfr2	0
BC028528	0
Atp7b	1
Cfap20	1946
Fbxo21	1844
Slc35a3	1611
C130060C02Rik	0
4930473O22Rik	0
4930556N09Rik	0
4930545H06Rik	0
Mknk1	4236
Cmtm5	0
Tmem68	1396
Stmn4	0
Gria3	0
Atp13a5	0
F830045P16Rik	0
Gpr1	0
Uxs1	82
Has2os	0
Rag2	491
F7	0
Mcur1	609
Tpbgl	0
Slc5a9	291
Gm5547	0
Ppp4r1	3239
Vmn1r157	0
Pnldc1	0
Ripply1	0
Clec2i	3196
Dcun1d3	1576
Mfrp	0
Ager	201
Rbm4	4
Pemt	0
Sirt4	1392
Ccdc125	4374
Mir7668	0
Mir7667	0
Adam8	393
Magel2	0
Akr1c13	1006
Tjp3	4
Mir7664	0
Slc25a19	3907
Chil3	0
Mlana	0
5031434O11Rik	726
Ctu2	2872
Glcci1	1018
Khdrbs2	0
Mill2	0
Zkscan1	1466
Mefv	0
B630019K06Rik	759
Gapdh	63237
Pola1	1742
H2-T23	8904
Mcm10	4
Rassf4	0
Tnpo3	10467
Ticam2	2
Gm16023	30
Serpina1a	0
Tinag	0
Hand1	0
Svip	0
Mir377	0
1700024F13Rik	0
Gm6602	0
Zfp995	758
Snora19	0
Rassf7	515
Cep295nl	450
4930578M01Rik	8
Add1	6848
4833427F10Rik	0
Alas1	2176
C1d	4226
Nfs1	1963
Mir467f	0
Helt	0
Npr2	0
Zfyve1	1266
Pla2g3	0
Tafa3	10
Nrl	0
Cct3	27960
Nrk	0
