geneName	BALBc_rep1
Chd1	10409
Tfr2	0
Mpi	1145
Hacd3	11443
Zfp318	199
Kifc5b	8
Fgd3	124
Nupl2	466
1700066C05Rik	0
Dapk2	0
1700121N20Rik	0
Odf2l	331
Per2	2894
D430036J16Rik	0
Cdkl4	0
Pdp1	2168
Aldoa	34955
Gstt2	2853
Ptgfrn	79
Ankrd49	2576
Mir374c	0
Mir3110	0
Gpr89	2626
9430019J16Rik	0
Rbakdn	0
Ntmt1	5533
Olfr356	0
Agpat3	6330
Rnf185	1095
Ablim3	0
Mpp7	13
Csad	639
Pnpla6	465
Tmem106a	592
Lrrc74a	0
Olfr55	0
Fgf12	0
4930558G05Rik	0
Nadk2	495
Impact	1917
Plg	0
Dnah11	0
Dyrk1b	277
Mir5098	6
Pde10a	0
Gpr87	0
Sparc	514
Arhgap27os3	1211
2610016A17Rik	0
Drc7	0
Skp2	1
Stx2	919
Traf2	3160
Rdh13	1720
Pld6	0
Dolpp1	2354
Rgs3	4527
A330008L17Rik	0
Gm12610	0
Crem	1407
Dlg4	7
Chmp3	5065
Zzz3	3573
Olfr659	0
Fam205a4	0
Fam205a3	0
Fam118a	609
Commd8	4243
S100a16	0
Nme7	373
Mustn1	0
Leprot	11
Gimap5	12263
Adnp2	2537
Fancb	1
Trim50	0
Gm26391	0
1700024B18Rik	0
Ngf	0
Clip4	3
Zw10	4770
Mir1954	0
Mir101a	0
Ylpm1	2523
Tril	0
Prorsd1	1576
Wdr55	1556
Serpini2	0
Rmdn2	931
Lrrc23	0
Igfals	0
Ifngr2	1
Daam1	1
Shisal1	0
Aptx	1313
Hadha	3905
Olfr749	0
Tacr2	0
4933416E03Rik	0
Fxyd4	0
Serpinb6a	222
Dlc1	0
Dpysl4	0
Vmn2r26	0
Rnf180	0
Mtfr2	1
Oca2	0
Pex13	4026
Nos1ap	0
Ptma	54040
Zdhhc11	0
Kif21b	4353
Adamts14	0
Cdr1	0
Inhba	0
Lif	0
Tead1	0
Zfp688	1210
Sprr2j-ps	0
Wfdc8	0
St6galnac4	2502
Spats2l	0
Naalad2	11
Zeb2os	0
Zfp865	65
Ttc21b	1483
4930505K14Rik	0
Saxo1os	0
B230110G15Rik	0
4933439K11Rik	0
Dixdc1	0
Cst10	0
Ube2j2	274
Sorbs2os	0
Mfsd14b	5551
Olfr765	0
Zfp719	1037
C730036E19Rik	0
4930405J17Rik	0
4930401C15Rik	0
LOC100861978	0
Plac9b	0
Far1	5393
Mir3962	0
Vmn2r49	0
Pwp2	3654
Sgpp1	1772
Defb5	0
Smpdl3b	0
4930444P10Rik	0
Enc1	1776
Med25	5335
Adh7	0
Ccnd2	39983
Dipk1b	1359
Rasgrp2	159
Tpm3	20418
Stxbp5l	0
Cers6	785
1700113H08Rik	0
Reln	0
Pikfyve	6
Hdac4	52
Agr3	0
Ttll12	4026
Pomc	0
Pkd2l2	698
Ethe1	1456
Cwc15	5248
Ctcfl	0
I730030J21Rik	472
Zfp652os	0
D17Ertd648e	0
4931431C16Rik	0
9930104L06Rik	138
Art5	948
Edn3	0
Edn2	0
S1pr1	0
Ebp	1708
Nexn	0
Herpud1	6227
Nfyc	3246
Dcaf8	8101
Gpld1	1755
Gm20735	0
Zcrb1	1083
Csmd2	1
Tcf25	18698
Kif2c	665
Pira11	0
Cst6	0
Ppp2cb	537
Dedd	2635
Pts	1833
Cdkn2b	0
Grik5	3
Selenok	8896
C9	0
C2	1
Mir7231	0
Gucd1	3129
Camsap3	0
Cr2	0
Lipf	0
Vwde	0
Racgap1	3349
Mup9	0
Cipc	679
Fam110a	705
2810408A11Rik	1467
DQ267101	0
DQ267100	0
Tcstv1	0
Mlf2	21603
Prkce	0
Bend3	377
1700083H02Rik	0
Arfgap1	6832
Lamp1	6242
Clstn1	161
Myof	0
Slc30a2	0
Fdps	6413
Scamp3	26
Cln8	1873
Chst4	0
Casp8ap2	2339
Adh4	0
Vipr2	0
Ezr	36330
Vil1	5
Gm51425	340
Mir543	0
Phf14	921
Hs3st5	0
Gm21319	0
Gpr155	2574
4930402K13Rik	0
Gm21637	0
Mir5107	0
Gm2042	0
Cdh10	0
Gm32921	0
AU021063	0
Zfpl1	4612
Gucy1a1	0
Arhgap29	0
Ppp1r16a	3243
Prag1	1436
Dlgap2	0
Tmc6	14200
Phf12	1856
Fam78b	0
Tug1	6244
Hand2os1	0
4930405O22Rik	62
Mir384	0
Mir181b-2	0
Mgrn1	8411
Trem1	0
Gm35725	0
Gm26839	0
Tecpr2	2
Pramel6	0
Tmem106c	1655
Map7	2274
Fcer2a	0
Mbtd1	1695
Dach2	0
Rnf111	2131
Fcrla	0
Wipi1	0
Alg3	3320
Tbx3os2	0
Gm5535	0
Nme1	21628
Nmbr	0
Nkx2-9	0
Nkx2-5	0
Icmt	19
Siglech	0
Mcub	293
Gm16675	249
Adam33	1263
Gm10532	0
Cartpt	0
Cdr2l	5
Mrps23	1039
Chchd2	6290
Treml1	0
Tbc1d9	0
Tmem107	0
Nup37	1055
C730027H18Rik	0
Gigyf2	2317
Mpzl1	0
Myb	62876
4930520O04Rik	0
Cdh19	0
1700007F19Rik	0
Map3k20	1
Wdr41	1928
Lhfpl2	0
Serinc5	525
Itpk1	9
Olfr1335	0
Pglyrp3	0
Zmynd15	0
Nova2	0
Sash1	28
Gstm4	2
Ghrh	0
Cops7b	1860
Skint9	0
Npc1l1	0
H2bc6	16
Fnbp1	6989
Foxk1	152
Gm36908	0
Gm15934	0
Cd163	0
1110038F14Rik	3436
Krtap31-1	0
Marchf11	0
Gin1	571
Lypd1	56
Slc33a1	1766
Tfb2m	1142
Trappc2	559
Patj	493
Cnga2	0
Calm3	13257
Spem1	0
Olfr665	0
Szt2	3576
Gm21814	0
Krtap12-1	0
Prr15l	0
Mir1843a	0
Mir1249	0
Cnot7	9217
Myh14	0
Trabd	6886
Myh15	0
Nudt14	1019
Srpk2	5487
Zkscan5	534
Dkc1	9272
Fbxo38	6598
Fam229b	150
Celf6	0
Dcbld1	0
Mir3070b	0
Mir3964	0
Agtpbp1	3401
Dnmt3l	0
Eif4g3	8647
1700019E08Rik	0
Gm10415	0
Clasrp	5256
Harbi1	445
Supt20	10761
P2ry12	0
Sptbn1	19472
Pm20d1	0
Adgrb3	1
Teddm2	0
H3c13	0
H4c12	0
H4c11	0
H4c3	1
H3c11	0
Gm20857	0
Gm10782	0
Khdc1b	0
Ptprr	0
Ano1	0
Smc5	2578
Smr2	0
Gucy1b2	0
3200001D21Rik	0
4930456L15Rik	0
Gm10791	0
1700016G22Rik	0
Vmn2r68	0
Usp31	1
Fbxl2	0
H2-Q6	542
7530416G11Rik	0
Dus4l	5
Jsrp1	0
Plpp5	233
Napa	16686
Ascc2	1460
Zfp971	1
Cfc1	0
Cenpc1	4303
Elp4	524
Tecpr1	2086
Cep70	2129
Mir376a	0
2310069G16Rik	0
AA619741	0
Mir6391	0
Mir1843b	0
Daw1	0
Dbr1	559
Apc2	0
Mir467a-9	0
Mir130c	0
Gm38404	0
C920009B18Rik	231
Mir6398	0
Ptprn	1228
Mir3087	0
Ces2d-ps	0
Rian	0
Gm3230	1
E330012B07Rik	0
Rhbdd2	3411
Mir467a-1	0
Mir3093	0
Sra1	4206
Gm16617	0
Cbarp	1398
Ppil3	1542
Sirpa	1
Slc32a1	0
Vegfc	0
Gm8579	0
L3mbtl2	8072
Zwint	18486
Ssx9	0
Cuedc2	6700
Pla2g4c	0
Dnajc4	748
Acpp	0
Tbc1d24	0
Sftpd	0
Slc6a19os	0
Krtap28-13	0
Fsbp	0
Tg	0
Gm14632	0
Vmn1r260	0
Cypt3	0
Speer2	0
Ddx20	792
Mok	0
Scfd2	3598
Slc39a8	0
Rdh7	0
Scn7a	0
Supt4a	16639
Cep250	508
Gabarapl2	5292
Ulk3	4018
Tert	2838
Ptprj	732
Cmc4	429
Adam15	1
Mafg	396
Smarce1	5324
Gm13023	0
Tsc22d2	1167
Scgb1b7	0
Gm4064	0
Cd320	1736
Arl6ip1	29223
Tnfsf14	5
Pdlim4	0
Acadvl	6621
Vpreb2	0
Vpreb1	0
Tfip11	6699
Calcrl	173
Ubd	0
Arfgap2	2011
Fam47e	0
Csn3	0
4930512B01Rik	0
Mest	0
Hdx	0
Relb	5665
Acsl1	26
Trim58	0
Mir101c	0
Gm550	0
Ecscr	0
Gm15412	0
Popdc2	0
Slc28a3	0
Pcolce2	0
Slamf9	269
Lyrm1	350
Lhpp	3
Cep112	0
Mir7234	0
Camta1	375
Mir7235	0
Spib	1
4932435O22Rik	0
Jmjd1c	4811
Patl1	859
Mir7012	0
Pdgfd	0
Tmem129	1934
Defa21	0
Aamdc	357
Olfr784	0
Olfr781	0
Olfr611	0
Olfr514	0
Olfr516	0
Olfr512	0
Acp4	0
Rgs7	0
Myom2	0
Amz2	5831
Hoxb7	0
4930444G20Rik	0
Mir7661	0
Mir7662	0
Mir7034	0
Gm12253	0
Cnga3	0
Pira6	0
Psap	15418
Trim68	4
9130209A04Rik	0
G6pc2	0
Tgfbr2	7912
Tgfbr1	465
Exosc6	1822
Mir669p-2	0
Gm14827	0
Adk	20880
Tnn	0
Col14a1	0
Tanc2	1
Rundc3a	228
Rgs14	5305
Gm11240	0
Cox7c	2266
Itgam	0
Tgfbi	0
Krt85	0
Kcnj6	0
Mafb	5
Hivep3	48612
Gm3428	0
Smim1	0
Lrp11	0
Wnt4	0
Map3k12	85
Zic2	1
Nr2f2	0
C1qb	778
Reep5	3319
Nlk	782
Klf2	195
Klc2	189
Serpina3h	0
Pdxdc1	3261
9130221H12Rik	163
Phactr1	0
Tmem138	1910
Rph3al	454
Gm10486	0
Bcl2l15	0
Htatip2	1018
Lrrc1	112
Rpl19	15844
Bach2	2352
H2bfm	0
1700013G24Rik	0
Fmr1	4592
Gabrr2	0
Gabrr1	0
Gabrg3	0
Prps2	8238
Pagr1a	2438
A630010A05Rik	0
Snx29	439
4933401D09Rik	0
Snx12	4128
Ldb1	3528
Tuba4a	7903
Tmtc1	0
Cish	1
Htr1a	0
Ndst1	831
Mapt	0
Mbd4	4000
Mbd2	386
Eif2s3x	569
Ddx3y	0
Ankrd1	0
Ahsg	0
Eif6	16164
Zfp781	0
Ncaph2	9166
Ttll13	0
Peak1	5820
Lrrc24	0
Ssh3	1
Ostn	0
Emid1	1
A630075F10Rik	0
Mir486	0
Mir452	0
Epn3	0
Mrpl58	4188
Hdac10	6022
Pla2g4f	0
Pfkfb3	1807
Orc3	4053
Gm19299	0
D830032E09Rik	0
D5Ertd577e	0
Cenpi	967
Slc22a3	1
Slc20a2	1287
Sirt7	9877
Ust	0
Cbln4	0
Gm38415	0
Gm38413	0
Pou5f1	0
Pnp	3087
Pklr	0
Nr2c1	36
Olfr646	0
Olfr649	0
Olfr584	0
Olfr582	0
Olfr589	0
Olfr362	0
1700016A09Rik	0
Hils1	0
Arc	2616
Yme1l1	3437
Gm10052	0
Slc34a2	0
Slc2a3	6250
Cacna1b	3
Kpnb1	11244
Npas3	0
Nt5c2	4303
Cd300c2	0
Ubxn11	765
Gm10499	366
Cyp2u1	1
Trip11	1117
Stfa1	0
Scgb2b21	0
Scgb2b18	0
Zfp606	244
Stamos	0
Pdx1	0
Cd2ap	3150
Klrc1	0
Bex3	1684
Washc2	4415
Kcnip1	0
Slc14a1	781
Nudt16l2	0
Akap8	8932
Tead4	0
Zscan5b	0
Ptprz1	12
Gm16070	0
Gm13986	0
1700110I07Rik	0
4930548H24Rik	0
B430319G15Rik	0
Rps15a-ps6	14
Hspa5	61604
Pla2g2c	0
Matr3	19903
Adm	0
Sema3f	0
Ccl11	0
Gm2518	0
Insr	45
Slc16a1	3326
Shbg	0
Sorbs3	556
Vmn1r208	0
Vmn1r205	0
Vmn1r206	0
Lhx9	0
Pabpc2	0
Hpd	0
Tpp2	3884
Tcf4	38
Schip1	0
Cyld	2526
Mphosph10	4670
Prrg3	0
Plk5	0
Sh3glb2	4228
Mlkl	0
Gata4	0
Gm6225	0
Pltp	1
Ccl21a	0
Plp1	221
Plod1	492
Plk1	876
Prl7d1	0
Myc	17998
E130307A14Rik	66
Gm17745	387
Mrps10	1550
Mptx1	0
Gkn2	0
4930483K19Rik	0
Gm7538	0
Csnk1e	6267
Agap2	665
Kansl3	2188
Agxt2	0
Id1	0
Gata3	31395
Zbtb18	2
Agtr1b	0
Hmgn3	829
Gimap4	1262
Uvrag	2327
1700030O20Rik	0
4933440J02Rik	0
2810404M03Rik	0
Mir6481	0
4933424G05Rik	0
Gm9958	3
2210416O15Rik	0
St8sia3os	0
1700120E14Rik	0
Lrrtm1	0
Mir433	0
Apmap	3211
Cbfa2t2	3205
Gm10640	0
Pgr15l	0
Ntan1	3391
Ucp2	240143
Mir5626	0
Mir5622	0
E130304I02Rik	0
AI507597	0
Sipa1	8641
Enpp5	42
Habp2	0
Foxj1	0
Foxq1	0
Tial1	3974
Fgf10	0
Fgd1	1
Fer	0
Riok2	1444
A430046D13Rik	146
Gm8013	0
Ahcyl2	2010
Naip5	0
Cnpy2	3412
Vstm2b	0
Gm10336	159
2010310C07Rik	0
Myo5b	0
Spock1	0
Mosmo	722
Tsr2	924
Serpinb9h	0
Gm11565	0
Runx1	12116
Mir6379	0
Traf5	573
A230056P14Rik	8
Swi5	4649
Tek	0
Zpbp2	0
Grk3	0
Olfr600	0
Olfr683	0
Olfr679	0
Olfr669	0
Olfr1353	0
Olfr57	0
Olfr1351	0
Olfr1414	0
Nat8f1	633
Dpysl5	0
Kcne2	0
Tspyl2	2449
2310075C17Rik	0
Tgoln1	7371
Txnrd2	1666
9330199G10Rik	0
Arf3	29758
Arf2	1378
Arf1	34790
Rplp0	32625
Gli1	0
Gm27740	0
Prpf19	5903
Fancc	3
Brpf1	4331
Shox2	0
P2ry2	110
Rph3a	0
Mpc1	552
Mir467a-8	0
4932438H23Rik	2288
Pnpla2	5763
Naaa	1294
Prpsap2	3890
Rgs9	0
Setd4	1485
4930455J16Rik	0
1700095A21Rik	0
Gm1976	0
Myt1l	0
C7	0
Tead2	0
Nprl3	619
Khk	2
Htd2	0
Lgals7	0
Parvg	15609
Rprl1	0
Gm8234	0
Pde7b	0
Bfsp1	0
Csn1s2b	0
Cntn3	0
Slc12a4	2541
1700018G05Rik	0
Gm6277	0
Bvht	0
Mir6938	0
Adgrg3	746
H2bc11	0
H2bc8	0
H2bc7	0
H4c2	0
H4c1	5
Fcrl1	1495
AA388235	0
Btrc	174
Pzp	0
Nxf1	23984
Rad23a	7538
Mlx	6128
Mir3473c	0
Mir5106	0
Mir5101	0
Mir5099	0
Atg16l1	7429
Cntln	392
Gm21284	0
Gm21221	0
Poli	400
Lrp6	1675
Vmn1r223	0
Arhgef11	731
Wfdc17	0
Mir669e	0
Sppl2c	0
Scpep1os	0
Esp3	0
E330020D12Rik	27
Rps27	29
Eya2	0
Cdkn1b	286
Khdrbs3	1
Esr2	859
Lrrc28	1313
Tmem220	0
4930467K11Rik	0
A330033J07Rik	0
Zfp983	1679
Phtf1os	316
Ak1	0
1700028P15Rik	0
4930519K11Rik	0
P2ry10b	0
Srrm3	0
Clca3b	0
Crybb3	0
Fnip2	1
Fat3	0
Fxyd2	0
Pdf	1457
Stk3	2
Phykpl	40
Cdc25b	13717
Gm14692	0
A530013C23Rik	0
Olfr1469	0
Zfp804b	0
Mir669b	0
Mir691	0
Adpgk	1878
Krtap5-5	0
Ddx17	4712
Ggnbp1	39
Tmc8	12177
Mir6240	0
Mir6238	0
Mir6335	0
Mir6241	0
Lmntd2	775
Tbxas1	1
Tnfsfm13	0
Sbk2	0
Slc39a11	2945
Gm26851	0
Reep6	0
Eda	0
Reep2	0
Ccdc151	0
H2az2	6095
Chst15	1588
Mboat7	7162
Bcl9	1445
Stat1	7546
Hdlbp	13738
Dock7	0
Usp1	3621
Mir7014	0
Gm5859	0
Gm12504	33
Gm829	0
Cd8b1	5230
Mir7239	0
Ctag2l1	0
Aadacl4fm2	0
Cacna2d2	1
Vmn1r236	0
Vmn1r237	0
Mkrn1	8199
Acvr2b	52
Slc26a4	2
Clec10a	0
Rnmt	5620
Dsp	0
Ptpmt1	902
Rps9	24145
Polr3f	38
Hyls1	1841
2010001A14Rik	401
4930487D11Rik	0
Saa4	0
Saa3	0
Saa2	0
Vapa	7568
Defb4	0
Gps2	6897
Tas2r108	0
Cd52	2084
Zfp30	0
Slamf1	1345
1110032F04Rik	4
Trmt2b	969
Barhl2	0
Zcwpw1	1642
Wdcp	2
Colca2	0
Mir669a-1	0
Gm38671	0
Tmem230	2063
Rad54l2	3335
Cdkn1a	0
Klrd1	286
Klk1b1	0
Klk1b26	0
Gm7168	0
Brd3	7887
Tgm7	0
Pygo2	2844
Cndp2	5243
Pfkfb1	0
1500004A13Rik	0
Disp1	203
Fabp5	2075
Ada	1322
Capg	1385
1700020G17Rik	0
Zfp788	68
Gm7334	0
Ccdc7b	9
Btbd35f2	0
Gm13580	0
Gsdmcl-ps	0
Ints10	5820
6030443J06Rik	0
Vmn1r247	0
2610206C17Rik	3
Gprc5c	0
Tmem258	2597
Spata7	415
Manbal	1758
Rhebl1	292
Slc38a3	0
Kpna6	2856
Mdn1	2967
Rps6kb1	5955
P3h2	0
Dscc1	280
4930429F11Rik	0
Pitx2	0
Tstd1	0
Olfr1411	0
Olfr266	0
Olfr137	0
Wbscr25	0
Snora34	18
Gm5108	0
Esrrg	0
Gm13031	0
Gfra4	208
Cp	0
Pih1d1	1276
Lrrc51	337
AU022751	0
Med23	214
Arhgef25	0
Sntb1	0
Frs3os	0
Cldn34a	0
Gm4559	0
Gm14440	0
Grina	2974
Mrpl4	7652
Ube2l6	387
Kirrel3	0
4930455B14Rik	2
1700084F23Rik	0
Vmn1r169	0
Vmn1r168	0
Vmn1r158	0
1700029M20Rik	0
Gm5544	0
Batf2	0
Zfp944	450
Wdpcp	0
Sowahd	0
Bhmt2	0
Ccdc105	0
Catsperg2	0
Iigp1	918
Adamts6	2875
Mllt6	1669
Rhox4a	0
Gm11413	0
Ms4a5	0
Krtap13-1	0
Dok7	0
1700123L14Rik	0
Gm15772	0
Prrt2	0
4933416O17Rik	0
1110002J07Rik	0
Csrnp3	5
Pgr	0
Stx4a	1313
Tacr1	0
Nono	36956
Tmem25	38
4930556L07Rik	0
Phb	6648
Yap1	0
Xrcc5	4636
Ap3s1	6024
Khnyn	39
Mir466m	0
Gm3667	0
Iffo1	1817
Zscan30	156
Cgas	675
Negr1	0
Ly6g5c	0
Slc8a2	0
Mblac1	555
Vps37b	1826
Lpar4	42
Samd12	0
Prox2	1
Pitpnc1	7493
Spg7	3515
Akap4	0
Col15a1	0
Col11a2	909
Dgki	0
Tbata	388
Ankrd61	528
Mettl3	1987
Glrx2	2105
Il2rb	11719
Xpc	2953
Defb43	0
Map3k14	569
Ramp1	14917
Slit1	0
Insm1	0
B3gnt2	2969
Emcn	0
Fastk	3270
Ier3ip1	9029
Plek	0
Dda1	8182
Cmss1	73
Ntn3	0
Insl6	433
Fpr1	0
Nck2	4184
Ppp1r17	0
Pold1	3871
Polb	3903
Kcnk12	27
Tmem17	0
Oas1d	0
Lao1	0
Erlin2	1128
Marchf6	1856
Rbbp6	4950
Samd4b	1889
Clca4a	0
Sh2b1	4333
Tmem232	1
Pigt	3277
Ltk	0
Prepl	855
Epb41l3	0
Cbll1	3848
Ntn5	1
Zfp740	6589
Tbpl2	0
Gm14322	0
Fdx1	1788
4933428C19Rik	0
Kdf1	1
Psmg4	517
Zfp426	2699
Ppil2	11347
Dlk2	0
Csn2	0
Spag8	0
M1ap	107
Susd2	120
Cdc20	3313
Mpp5	268
Mirc35hg	0
Plekha3	1807
Tmem161b	1354
Pdc	0
Iqsec3	0
Ott	0
Atxn1	0
Prkcsh	15036
Dsg4	0
Dhx37	780
Cnot6l	1866
Sntg2	0
Map4k3	21
Vps54	2712
Jph2	0
Tmem201	4999
Mir1902	0
Gjc1	0
Olfr1307	0
Cnot9	4666
Uxt	696
Nagk	2257
Dtd1	2407
3830408C21Rik	1
9430038I01Rik	1683
Cxxc1	6918
Hgsnat	492
Gm5334	0
Gm6578	1
Strada	1922
1700042G15Rik	0
Mir6348	0
Mir6341	0
Epha8	0
Gcm1	0
Psg23	0
Morn3	7
Rad51ap1	0
Tdpoz5	0
A230056J06Rik	0
Cluh	4535
4933432I09Rik	0
4930527F14Rik	1
Ggta1	354
Fhit	533
Apoc2	0
Olfr48	0
Olfr263	0
Olfr32	0
Olfr23	0
Klk8	987
Prss12	0
Klhl5	1
Cd37	10704
Arhgef10l	0
Mir7116	0
LOC105246506	0
Snord35a	56
Mir320	0
Plk4	347
Mir5100	0
Evx1os	0
1600020E01Rik	1525
Nlrp1b	0
Gm14326	7
Ppp1r12b	625
Kynu	0
Fxyd5	20201
Ift20	2960
Rplp1	8476
A330074K22Rik	0
Irf5	2
Sctr	0
Hey1	0
Mrto4	5654
4921524J17Rik	2308
Pbx2	361
Fkbp3	3842
A730085K08Rik	0
Spef2	0
Coch	0
Flt3	0
Gm10432	0
Ctsm	0
Hps3	1399
Efcc1	0
Zf12	0
2310034C09Rik	0
Zfp420	1884
Paxx	2561
Scara3	0
Rab2b	1570
Tmem260	2840
Dipk1c	0
Slc12a6	7694
Lysmd1	111
Plekho2	1152
9530068E07Rik	14761
Rrbp1	1956
Defb8	0
Cpz	0
Ntng1	0
Grip1	0
Cldn19	0
Dph1	1843
Pax4	0
Coa7	1006
Trub1	1319
Ctbp2	19
Bahcc1	0
Adck5	2405
Mir1a-1hg	0
Kazn	0
Endou	949
Hsph1	14373
Esp6	0
Shisa9	0
4930579P08Rik	0
Mir669l	0
Bcl2	40264
Gzmg	0
Gzmf	0
Mepce	1869
Cstl1	0
Dolk	413
Crb3	0
Ubxn7	3845
Cited1	0
Gapdhs	189
Ptpn20	0
Sat1	10583
Sar1a	8674
Spink1	0
6430710C18Rik	0
Dact1	0
Dctn2	9072
4930512J16Rik	0
1700116B05Rik	0
Gm6370	0
Ppp1r1c	0
3930402G23Rik	0
Ccdc91	3615
Riox2	386
Sycp2	0
Fam214b	5
Zcchc17	4870
Epha10	267
Tfdp2	3175
Mei4	54
A530088E08Rik	577
Mccc1os	175
1700028D13Rik	0
Particl	649
Tex26	0
Col13a1	0
Jpt2	4733
Zfp871	2069
Chst14	1
Hdac8	1839
Gimd1	0
Slc12a8	0
Bace2	0
Gm17750	0
1700109G15Rik	0
Zan	158
Rln1	0
Rnase1	0
Rhd	0
Yif1b	5735
Echdc2	646
AI837181	1522
Agap3	1587
Adam7	0
Alx4	0
Alx3	0
Rsph1	0
Tbrg1	6421
Stfa3	0
Stmn2	0
Gramd1a	30193
Rin2	0
Rhpn2	0
Ube2v1	3235
Cblc	0
Ppp3r1	6272
Rap1b	10213
Mir1188	0
Vmn2r57	0
Cdkl2	0
D930007P13Rik	0
Gm22291	0
Abcf2	13298
4930522H14Rik	0
Gm10373	1
Gm4070	0
Stra6l	0
Nrep	0
Slc45a2	0
Dock8	7614
Nme2	5082
Sirpb1c	0
Serpina3a	0
Gm19710	104
9330102E08Rik	0
Gm38397	0
Ss18	5659
Galnt6	4351
Slc4a5	0
Fzd4	0
Fgf4	0
Il11ra1	2
Il10	0
4921531C22Rik	144
Btbd35f4	0
Wwtr1	13
Pnmt	1
Ppp1r14b	1265
Pcbp4	468
Mef2d	8419
4930442L01Rik	0
Gm2837	0
Mir767	0
A730090N16Rik	0
Zik1	651
Mir2137	0
Mir2136	0
1700063D05Rik	0
Nbeal1	317
Gm29776	2
Adamts1	0
Adam3	0
Skint2	0
Cd48	3959
Cd3e	49391
Entpd5	2954
Cd38	0
Ifrd2	1152
Mef2c	0
Hsf1	4702
Zeb1	3248
E130201H02Rik	1
4930426L09Rik	0
Synj2bp	4608
1700120G07Rik	0
Gm29687	0
Gm6961	0
Pmm2	5423
Gm10654	0
1190028D05Rik	0
Gm38414	0
Sec14l4	0
Dnttip2	5500
Pkn3	3780
Eif3b	13508
Olfr722	0
Slc5a3	3590
Ear14	0
Ear3	0
Rhox9	0
Dgcr6	2454
Dgat1	2661
Rdh12	524
Pcyt1a	0
Col4a2	0
Cxcl15	0
Ldb3	0
Xrn1	1254
Defa-ps13	0
Gm21944	0
Defb44-ps	0
Snord82	0
Olfr961	0
Olfr328	0
Olfr318	0
Olfr319	0
Pck2	895
Babam1	3995
Gm20826	0
Ifit1bl1	0
Camp	0
Mrps16	1947
Rps6kb2	4655
Shld2	20
Col4a1	0
4930432L08Rik	0
Flad1	3490
Mir6367	0
Gm11559	0
Mroh4	0
Aifm1	2934
Cfap46	0
Dnal1	3
Smim27	29
Bach1	777
Hebp1	1
Erv3	0
Lce6a	0
Ccdc74a	0
Syde2	344
Nrd1	5908
Ear7	0
Eif4g2	64003
Otp	0
Hspa4l	5724
Best1	1
Cpsf4l	0
Ceacam-ps1	0
2210408I21Rik	405
Rasa3	3647
Mir3108	0
Mir3074-2	0
Mcpt8	0
Vmn1r68	0
Tspan32	1618
Vps37a	1729
Mir7015	0
9430021M05Rik	0
Olfr1285	0
Caprin2	418
Ptk2	16
Map4k2	4040
Pspn	0
Pipox	0
Csf2rb2	0
Csf2rb	1
Gm5294	0
Limk1	282
Nbas	2700
Gm10436	0
Asic2	0
4932438A13Rik	7152
Ifi206	0
Vangl2	765
Pex16	2929
Eef1d	9519
Agbl3	2
Mrpl13	2467
Uchl4	337
Mir6388	0
Mir6387	0
Mir466n	0
Nfia	0
Hoxa10	0
Dazap1	4484
Tbrg4	769
Ythdf3	5244
Gse1	1017
Kctd10	929
Gm15097	0
Zfp942	2480
Gm15080	0
Nt5c1a	0
Dcdc2b	0
Tmem150b	1
Mindy4	0
Skint7	0
Gm4847	0
Tent5c	2213
Gm4846	0
Timeless	4837
Lman1	1723
Taf6l	849
Afap1l2	0
Igdcc4	1
Muc4	0
Abcc4	1940
Klk6	0
Ctnna3	0
Spint3	0
Trip4	2677
Foxg1	0
Ano8	17
Prdm2	289
Psmc4	20993
Ppp2ca	7861
Tomm5	2406
Comt	4586
Mir467a-2	0
Snora47	0
1700015F17Rik	0
Prr15	0
Cyp20a1	1020
Fbxl20	2667
Tmem106b	2300
Kctd13	1514
Grik4	0
Rbmx2	500
Disc1	0
Klf15	0
Chchd3	6704
BC048679	0
Haus6	2114
E030013I19Rik	0
5430421F17Rik	0
Chst13	0
Il11ra2	0
Zfp639	591
Sart3	9673
Itih4	0
Calr	32478
Egfr	0
Pold2	1265
Efna2	1
Eef2k	1010
Eef2	64661
Eef1a2	0
Phc1	1711
Gm32123	0
Kif3c	1371
Kif3b	1368
Ppm1a	1289
Ppl	0
Trip6	19
Tfrc	6773
Spen	2295
Klhl10	0
Ccdc96	0
Ccer1	0
Serinc1	8406
Mir7578	0
Pias2	3061
Col6a5	0
Zscan26	299
Stt3a	8783
Prl8a9	0
Cyp2d13	0
Fam83h	0
Cdkal1	1394
Cacna2d1	0
Ppp1r18	5657
Mgll	0
Slc35e3	46
Ribc1	745
Plgrkt	12407
Pkp4	290
Snrnp200	9654
Phf7	1511
Acer3	711
Osbp2	0
Osbpl9	12204
Bbs12	2307
Ncoa6	62
Acy1	239
Vmn1r221	0
Sncaip	0
Zfp655	5043
Med15	10361
Krtdap	0
Hectd2os	0
Zfp442	0
Ptafr	0
Prdm14	0
Sbno1	10605
Ms4a4b	2473
Sass6	285
Hnrnph2	10508
Gm10030	0
Dsc2	0
B4galt4	0
Khdc4	4223
Gal3st2b	0
Saxo1	0
1700009N14Rik	0
Gkn3	0
Chst11	3
Fibp	5561
Zfp566	2414
Vps28	7515
Dbndd2	3
Ugt2b1	0
Ppp1r27	0
Capn15	3569
Rims2	0
Gak	9028
Slc4a1ap	712
Fam45a	2843
Alg13	92
Neto2	133
Mrpl34	3467
Mrpl27	1532
Allc	0
